evidence_level,model,solver,schedule,source_schedule_guidance_scale,source_schedule_seed,nfe,guidance_scale,seed,prompt_asset,prompt_index,prompt,image_path,schedule_dir,clip_score,image_reward
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,1,diffusers_ablation_prompts,46,a realistic image of a hand-crafted wooden chess set mid game by candlelight,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_001/nfe_010/000046.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.914232,-0.701491
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,1,diffusers_ablation_prompts,47,a wide angle view of a data center corridor with blue status lights,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_001/nfe_010/000047.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,21.920563,1.238243
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,1,diffusers_ablation_prompts,48,a magical realism scene of books flying through an old train carriage,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_001/nfe_010/000048.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.151909,-0.849897
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,1,diffusers_ablation_prompts,49,a studio portrait of a golden retriever wearing aviator goggles and a red scarf,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_001/nfe_010/000049.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,32.982582,1.440540
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,0,"a cinematic portrait of an astronaut botanist in a glass greenhouse on Mars, detailed fabric, soft rim light",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000000.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,25.085512,-1.729172
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,1,"a small brass robot repairing an antique clock in a sunlit workshop, shallow depth of field",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000001.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,26.675415,-1.998441
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,2,"a watercolor city street after rain with neon signs reflected in puddles, evening atmosphere",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000002.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.131340,0.916412
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,3,a high resolution studio photo of a ceramic teapot shaped like a seashell on a slate table,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000003.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,32.752285,1.181396
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,4,"a fantasy library carved inside a giant tree, spiral stairs, warm lanterns, intricate shelves",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000004.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,26.126040,-0.213816
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,5,"a macro photograph of a snowflake resting on dark wool, crisp crystalline detail",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000005.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,28.628498,-0.865365
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,6,"a retro futuristic train crossing a desert at sunset, chrome surfaces, long shadows",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000006.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.560011,1.454663
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,7,"a chef plating a colorful molecular gastronomy dessert, clean restaurant lighting",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000007.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,24.876299,0.325742
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,8,"an isometric cozy bedroom with plants, books, a desk lamp, and a rainy window",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000008.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,26.967669,-0.846561
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,9,"a dramatic mountain monastery above clouds, sunrise, detailed stone architecture",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000009.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.320808,1.665900
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,10,a fashion editorial photo of a model wearing a translucent raincoat in Tokyo at night,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000010.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,36.686821,0.948096
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,11,a realistic red fox statue made of folded paper on a white museum pedestal,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000011.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,33.551472,0.397612
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,12,a detailed cutaway illustration of a tiny submarine exploring a coral reef,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000012.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,35.400391,0.707587
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,13,a product photo of wireless headphones on brushed aluminum with blue accent lighting,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000013.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,22.840265,-1.687156
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,14,"a medieval market square during a festival, banners, musicians, detailed crowd",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000014.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,29.922039,0.165463
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,15,an oil painting of a violinist performing in an empty subway station,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000015.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,39.460236,1.435999
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,16,"a close-up portrait of an elderly sailor, weathered skin, navy coat, overcast harbor",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000016.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,29.572195,0.890896
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,17,a clean architectural rendering of a modern cabin beside a frozen lake,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000017.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,32.302013,-0.006925
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,18,a surreal desert filled with floating glass spheres and distant black mountains,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000018.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.831995,-1.034996
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,19,a documentary photo of a scientist collecting ice cores in Antarctica,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000019.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.277956,0.702230
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,20,a detailed 3D render of a mechanical hummingbird with copper wings,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000020.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.335653,-0.136672
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,21,"a cozy cafe interior in autumn, pastries, espresso machine, soft morning light",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000021.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,31.374477,-0.834656
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,22,"a panoramic view of terraced rice fields under mist, workers in colorful clothing",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000022.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,29.846367,1.091250
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,23,a children's book illustration of a moonlit boat parade on a quiet canal,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000023.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.965031,0.343562
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,24,"a realistic sports car parked in a concrete tunnel, reflections, low angle",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000024.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,29.697906,1.215649
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,25,"a botanical diagram of rare orchids with labeled roots and petals, archival paper",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000025.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,28.254387,-0.585835
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,26,"a cyberpunk street food stall with steam, lanterns, and dense urban signage",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000026.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,29.129740,0.106270
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,27,"a still life of glass fruit bowls, linen cloth, and silver cutlery, natural light",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000027.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,31.371460,-1.107602
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,28,a heroic statue covered in vines in an abandoned futuristic plaza,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000028.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,32.010372,-1.096113
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,29,a black and white film photograph of dancers rehearsing in a mirror-lined studio,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000029.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,32.433067,0.779081
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,30,"a detailed scene of a spacecraft cockpit during reentry, glowing controls, tense mood",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000030.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.398174,-1.032596
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,31,a claymation style village bakery with tiny loaves and painted signs,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000031.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,28.934361,-1.748242
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,32,a realistic underwater photograph of a diver inspecting an ancient marble column,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000032.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.549761,0.461114
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,33,"a minimalist poster of a jazz quartet in deep red, cream, and black",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000033.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.428509,0.723448
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,34,a high detail portrait of a queen wearing armor made of mother of pearl,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000034.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.313440,1.254348
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,35,"a top-down board game map of an island with forests, cliffs, and hidden ruins",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000035.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.775604,-0.572796
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,36,"a luxury watch exploded view on a dark background, precise gears and screws",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000036.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,28.506344,0.503616
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,37,"a sunlit greenhouse filled with tomatoes, watering cans, and terracotta pots",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000037.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.862177,0.097259
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,38,a night landscape of fireflies over a meadow beside a quiet river,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000038.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,26.976881,0.775507
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,39,a realistic photo of a rescue helicopter landing on a snowy mountain ridge,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000039.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,31.779116,0.725335
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,2,diffusers_ablation_prompts,40,a concept art scene of a floating research station above Jupiter's clouds,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_002/nfe_010/000040.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.629244,0.085116
